movieId,movieLink,movieName,movieImage,movieEpisodeTotal,movieEpisodeCurrent
43,https://animehay.pro/thong-tin-phim/taimadou-gakuen-35-shiken-shoutai-43.html,Taimadou Gakuen 35 Shiken Shoutai,https://animehay.pro/upload/poster/43.jpg,12,12
44,https://animehay.pro/thong-tin-phim/mahouka-koukou-no-rettousei-44.html,Mahouka Koukou No Rettousei,https://animehay.pro/upload/poster/44.jpg,26,26
45,https://animehay.pro/thong-tin-phim/clannad-45.html,Clannad,https://animehay.pro/upload/poster/45.jpg,24,23
46,https://animehay.pro/thong-tin-phim/clannad-after-story-46.html,Clannad After Story,https://animehay.pro/upload/poster/46.jpg,22,OVA 3
47,https://animehay.pro/thong-tin-phim/himegoto-47.html,Himegoto,https://animehay.pro/upload/poster/47.jpg,13,13
48,https://animehay.pro/thong-tin-phim/than-vo-gia-cu-noragami-48.html,Thần Vô Gia Cư,https://animehay.pro/upload/poster/48.jpg,12,12
49,https://animehay.pro/thong-tin-phim/gakkou-gurashi-49.html,Gakkou Gurashi!,https://animehay.pro/upload/poster/49.jpg,12,12
50,https://animehay.pro/thong-tin-phim/dog-days-ss2-50.html,Dog Days SS2,https://animehay.pro/upload/poster/50.jpg,13,13
51,https://animehay.pro/thong-tin-phim/akame-ga-kill-51.html,Akame ga Kill!,https://animehay.pro/upload/poster/51.jpg,24,24
52,https://animehay.pro/thong-tin-phim/dog-days-ss3-52.html,Dog days SS3,https://animehay.pro/upload/poster/52.jpg,12,12
53,https://animehay.pro/thong-tin-phim/sakurasou-no-pet-na-kanojo-53.html,Sakurasou No Pet Na Kanojo,https://animehay.pro/upload/poster/53.jpg,24,24
54,https://animehay.pro/thong-tin-phim/hidan-no-aria-54.html,Hidan no Aria,https://animehay.pro/upload/poster/54.jpg,12,12
55,https://animehay.pro/thong-tin-phim/onsen-yousei-hakone-chan-55.html,ONSEN YOUSEI HAKONE-CHAN,https://animehay.pro/upload/poster/55.jpg,13,13
56,https://animehay.pro/thong-tin-phim/school-rumble-56.html,School Rumble,https://animehay.pro/upload/poster/56.jpg,26,26
57,https://animehay.pro/thong-tin-phim/utawarerumono-57.html,Utawarerumono,https://animehay.pro/upload/poster/57.jpg,26,SP 4
58,https://animehay.pro/thong-tin-phim/danganronpa-the-animation-58.html,Danganronpa The Animation,https://animehay.pro/upload/poster/58.jpg,13,13
59,https://animehay.pro/thong-tin-phim/ve-si-su-tu-tieng-gam-tro-lai-59.html,VỆ SĨ SƯ TỬ: TIẾNG GẦM TRỞ LẠI,https://animehay.pro/upload/poster/59.jpg,,44 phút
60,https://animehay.pro/thong-tin-phim/sword-art-online-ss2-60.html,Sword Art Online SS2,https://animehay.pro/upload/poster/60.jpg,24,24
61,https://animehay.pro/thong-tin-phim/claymore-61.html,Claymore,https://animehay.pro/upload/poster/61.jpg,26,26
62,https://animehay.pro/thong-tin-phim/blassreiter-62.html,Blassreiter,https://animehay.pro/upload/poster/62.jpg,24,24
63,https://animehay.pro/thong-tin-phim/working-63.html,Working!!,https://animehay.pro/upload/poster/63.jpg,13,13
64,https://animehay.pro/thong-tin-phim/school-rumble-ss2-64.html,School Rumble SS2,https://animehay.pro/upload/poster/64.jpg,26,26
65,https://animehay.pro/thong-tin-phim/plastic-memories-65.html,Plastic Memories,https://animehay.pro/upload/poster/65.jpg,13,13
66,https://animehay.pro/thong-tin-phim/recorder-to-randoseru-mi-66.html,Recorder To Randoseru Mi,https://animehay.pro/upload/poster/66.jpg,12,12
67,https://animehay.pro/thong-tin-phim/hoi-phap-su-fairy-tail-67.html,Hội Pháp Sư Fairy Tail,https://animehay.pro/upload/poster/67.jpg,277,277
68,https://animehay.pro/thong-tin-phim/toradora-68.html,Toradora,https://animehay.pro/upload/poster/68.jpg,25,25
69,https://animehay.pro/thong-tin-phim/sankarea-69.html,Sankarea,https://animehay.pro/upload/poster/69.jpg,12,OVA 1
70,https://animehay.pro/thong-tin-phim/isuca-70.html,Isuca,https://animehay.pro/upload/poster/70.jpg,10,10
71,https://animehay.pro/thong-tin-phim/gokukoku-no-brynhildr-71.html,Gokukoku No Brynhildr,https://animehay.pro/upload/poster/71.jpg,13,13
72,https://animehay.pro/thong-tin-phim/machine-doll-wa-kizutsukanai-72.html,Machine-Doll wa Kizutsukanai,https://animehay.pro/upload/poster/72.jpg,12,12
73,https://animehay.pro/thong-tin-phim/d-frag-73.html,D-Frag!,https://animehay.pro/upload/poster/73.jpg,12,12
74,https://animehay.pro/thong-tin-phim/that-hinh-dai-toi-74.html,Thất Hình Đại Tội,https://animehay.pro/upload/poster/74.jpg,24,24
75,https://animehay.pro/thong-tin-phim/shigatsu-wa-kimi-no-uso-75.html,Shigatsu wa Kimi no Uso,https://animehay.pro/upload/poster/75.jpg,22,22
76,https://animehay.pro/thong-tin-phim/date-a-live-76.html,Date A Live,https://animehay.pro/upload/poster/76.jpg,12,12
77,https://animehay.pro/thong-tin-phim/date-a-live-ss2-77.html,Date A Live SS2,https://animehay.pro/upload/poster/77.jpg,10,10
78,https://animehay.pro/thong-tin-phim/la-storia-della-arcana-famiglia-78.html,La Storia Della: Arcana Famiglia,https://animehay.pro/upload/poster/78.jpg,12,12
79,https://animehay.pro/thong-tin-phim/blood-lad-79.html,Blood Lad,https://animehay.pro/upload/poster/79.jpg,10,10
80,https://animehay.pro/thong-tin-phim/baka-to-test-to-shoukanjuu-ss1-80.html,Baka To Test To Shoukanjuu SS1,https://animehay.pro/upload/poster/80.jpg,13,13
81,https://animehay.pro/thong-tin-phim/baka-to-test-to-shoukanjuu-ni-ss2-81.html,Baka To Test To Shoukanjuu Ni! SS2,https://animehay.pro/upload/poster/81.jpg,13,13
82,https://animehay.pro/thong-tin-phim/hidan-no-aria-aa-82.html,Hidan no Aria AA,https://animehay.pro/upload/poster/82.jpg,12,12
83,https://animehay.pro/thong-tin-phim/hitsugi-no-chaika-83.html,Hitsugi no Chaika,https://animehay.pro/upload/poster/83.jpg,12,12
84,https://animehay.pro/thong-tin-phim/saenai-heroine-no-sodatekata-84.html,Saenai Heroine no Sodatekata,https://animehay.pro/upload/poster/84.jpg,13,12
85,https://animehay.pro/thong-tin-phim/working-ss2-85.html,Working!! SS2,https://animehay.pro/upload/poster/85.jpg,13,13
86,https://animehay.pro/thong-tin-phim/working-ss3-86.html,Working!!! SS3,https://animehay.pro/upload/poster/86.jpg,14,14
87,https://animehay.pro/thong-tin-phim/chobits-87.html,Chobits,https://animehay.pro/upload/poster/87.jpg,24,24
88,https://animehay.pro/thong-tin-phim/kotoura-san-88.html,Kotoura-san,https://animehay.pro/upload/poster/88.jpg,12,12
89,https://animehay.pro/thong-tin-phim/hitsugi-no-chaika-ss2-89.html,Hitsugi no Chaika SS2,https://animehay.pro/upload/poster/89.jpg,10,10
90,https://animehay.pro/thong-tin-phim/koufuku-graffiti-90.html,Koufuku Graffiti,https://animehay.pro/upload/poster/90.jpg,12,12
91,https://animehay.pro/thong-tin-phim/a-channel-91.html,A Channel,https://animehay.pro/upload/poster/91.jpg,12,12
92,https://animehay.pro/thong-tin-phim/kanojo-ga-flag-o-oraretara-92.html,Kanojo ga Flag o Oraretara,https://animehay.pro/upload/poster/92.jpg,13,OVA
93,https://animehay.pro/thong-tin-phim/papa-no-iukoto-wo-kikinasai-93.html,Papa No Iukoto Wo Kikinasai,https://animehay.pro/upload/poster/93.jpg,12,12
94,https://animehay.pro/thong-tin-phim/seitokai-yakuindomo-94.html,Seitokai Yakuindomo,https://animehay.pro/upload/poster/94.jpg,13,13
95,https://animehay.pro/thong-tin-phim/seitokai-yakuindomo-2-95.html,Seitokai Yakuindomo 2,https://animehay.pro/upload/poster/95.jpg,13,13
96,https://animehay.pro/thong-tin-phim/tonari-no-seki-kun-96.html,Tonari no Seki-kun,https://animehay.pro/upload/poster/96.jpg,21,21
97,https://animehay.pro/thong-tin-phim/seitokai-yakuindomo-ova-97.html,Seitokai Yakuindomo OVA,https://animehay.pro/upload/poster/97.jpg,11,11
98,https://animehay.pro/thong-tin-phim/ore-no-kanojo-to-osananajimi-ga-shuraba-sugiru-98.html,Ore No Kanojo To Osananajimi Ga Shuraba Sugiru,https://animehay.pro/upload/poster/98.jpg,13,13
99,https://animehay.pro/thong-tin-phim/re-kan-99.html,Re-Kan!,https://animehay.pro/upload/poster/99.jpg,13,13
100,https://animehay.pro/thong-tin-phim/saijaku-muhai-no-bahamut-100.html,Saijaku Muhai no Bahamut,https://animehay.pro/upload/poster/100.jpg,12,12
101,https://animehay.pro/thong-tin-phim/boku-dake-ga-inai-machi-101.html,Boku dake ga Inai Machi,https://animehay.pro/upload/poster/101.jpg,12,12
102,https://animehay.pro/thong-tin-phim/dimension-w-102.html,Dimension W,https://animehay.pro/upload/poster/102.jpg,12,SP
103,https://animehay.pro/thong-tin-phim/dagashi-kashi-103.html,Dagashi Kashi,https://animehay.pro/upload/poster/103.jpg,12,12
104,https://animehay.pro/thong-tin-phim/hoshizora-e-kakaru-hashi-104.html,Hoshizora E Kakaru Hashi,https://animehay.pro/upload/poster/104.jpg,12,12
105,https://animehay.pro/thong-tin-phim/fairy-tail-zero-105.html,Fairy Tail Zero,https://animehay.pro/upload/poster/105.jpg,12,12
106,https://animehay.pro/thong-tin-phim/shoujo-tachi-wa-kouya-wo-mezasu-106.html,Shoujo-tachi wa Kouya wo Mezasu,https://animehay.pro/upload/poster/106.jpg,12,12
107,https://animehay.pro/thong-tin-phim/haruchika-haruta-to-chika-wa-seishun-suru-107.html,Haruchika: Haruta to Chika wa Seishun Suru,https://animehay.pro/upload/poster/107.jpg,12,12
108,https://animehay.pro/thong-tin-phim/kamisama-no-memochou-108.html,Kamisama no Memochou,https://animehay.pro/upload/poster/108.jpg,12,12
109,https://animehay.pro/thong-tin-phim/jinrui-wa-suitai-shimashita-109.html,Jinrui wa Suitai Shimashita,https://animehay.pro/upload/poster/109.jpg,12,12
110,https://animehay.pro/thong-tin-phim/lop-hoc-am-sat-110.html,Lớp Học Ám Sát,https://animehay.pro/upload/poster/110.jpg,22,22
111,https://animehay.pro/thong-tin-phim/one-punch-man-special-111.html,One Punch Man Special,https://animehay.pro/upload/poster/111.jpg,6,6
112,https://animehay.pro/thong-tin-phim/etotama-112.html,Etotama,https://animehay.pro/upload/poster/112.jpg,12,12
113,https://animehay.pro/thong-tin-phim/gate-jieitai-kanochi-nite-kaku-tatakaeri-enryuu-hen-113.html,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri - Enryuu-hen",https://animehay.pro/upload/poster/113.jpg,12,12
114,https://animehay.pro/thong-tin-phim/gate-jieitai-kanochi-nite-kaku-tatakaeri-114.html,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",https://animehay.pro/upload/poster/114.jpg,12,12
115,https://animehay.pro/thong-tin-phim/divine-gate-115.html,Divine Gate,https://animehay.pro/upload/poster/115.jpg,12,12
116,https://animehay.pro/thong-tin-phim/magi-the-kingdom-of-magic-ss2-116.html,Magi: The Kingdom Of Magic (SS2),https://animehay.pro/upload/poster/116.jpg,25,25
117,https://animehay.pro/thong-tin-phim/grisaia-no-kajitsu-117.html,Grisaia no Kajitsu,https://animehay.pro/upload/poster/117.jpg,13,13
118,https://animehay.pro/thong-tin-phim/oshiete-galko-chan-118.html,Oshiete! Galko-chan,https://animehay.pro/upload/poster/118.jpg,12,12
119,https://animehay.pro/thong-tin-phim/grisaia-no-kajitsu-special-119.html,Grisaia no Kajitsu Special,https://animehay.pro/upload/poster/119.jpg,6,6
120,https://animehay.pro/thong-tin-phim/a-channel-ova-120.html,A Channel OVA,https://animehay.pro/upload/poster/120.jpg,2,2
121,https://animehay.pro/thong-tin-phim/hoshizora-e-kakaru-hashi-ova-121.html,Hoshizora e Kakaru Hashi OVA,https://animehay.pro/upload/poster/121.jpg,,26 phút
122,https://animehay.pro/thong-tin-phim/psycho-pass-122.html,Psycho-Pass,https://animehay.pro/upload/poster/122.jpg,22,22
123,https://animehay.pro/thong-tin-phim/durarara-123.html,Durarara!!,https://animehay.pro/upload/poster/123.jpg,25,25
124,https://animehay.pro/thong-tin-phim/zetman-124.html,Zetman,https://animehay.pro/upload/poster/124.jpg,13,13
125,https://animehay.pro/thong-tin-phim/kampfer-125.html,Kampfer,https://animehay.pro/upload/poster/125.jpg,12,OVA2
126,https://animehay.pro/thong-tin-phim/chaos-dragon-sekiryu-seneki-126.html,Chaos Dragon: Sekiryu Seneki,https://animehay.pro/upload/poster/126.jpg,12,12
127,https://animehay.pro/thong-tin-phim/yondemasu-yo-azazel-san-127.html,"Yondemasu yo, Azazel-san",https://animehay.pro/upload/poster/127.jpg,13,13
128,https://animehay.pro/thong-tin-phim/mayoi-neko-overrun-128.html,Mayoi Neko Overrun!,https://animehay.pro/upload/poster/128.jpg,12,12
129,https://animehay.pro/thong-tin-phim/kyoukai-no-kanata-129.html,Kyoukai no Kanata,https://animehay.pro/upload/poster/129.jpg,13,PV2
130,https://animehay.pro/thong-tin-phim/haiyore-nyaruko-san-130.html,Haiyore! Nyaruko-san,https://animehay.pro/upload/poster/130.jpg,12,12
131,https://animehay.pro/thong-tin-phim/gj-bu-131.html,Gj-bu,https://animehay.pro/upload/poster/131.jpg,12,12
132,https://animehay.pro/thong-tin-phim/gj-bu-ova-132.html,GJ-bu OVA,https://animehay.pro/upload/poster/132.jpg,,46 phút
133,https://animehay.pro/thong-tin-phim/hanayamata-133.html,Hanayamata,https://animehay.pro/upload/poster/133.jpg,12,12
134,https://animehay.pro/thong-tin-phim/ore-twintails-ni-narimasu-134.html,"Ore, Twintails ni Narimasu",https://animehay.pro/upload/poster/134.jpg,12,12
135,https://animehay.pro/thong-tin-phim/phantasy-star-online-2-the-animation-135.html,Phantasy Star Online 2 The Animation,https://animehay.pro/upload/poster/135.jpg,12,12
136,https://animehay.pro/thong-tin-phim/bubuki-buranki-136.html,Bubuki Buranki,https://animehay.pro/upload/poster/136.jpg,12,12
137,https://animehay.pro/thong-tin-phim/persona-3-the-movie-3-falling-down-137.html,Persona 3 the Movie 3 Falling Down,https://animehay.pro/upload/poster/137.jpg,,87 phút
138,https://animehay.pro/thong-tin-phim/dung-si-bat-dac-di-138.html,Dũng sĩ bất đắc dĩ,https://animehay.pro/upload/poster/138.jpg,,89 phút
139,https://animehay.pro/thong-tin-phim/su-troi-day-cua-cac-ve-than-139.html,Sự trỗi dậy của các vệ thần,https://animehay.pro/upload/poster/139.jpg,,97 phút
140,https://animehay.pro/thong-tin-phim/chu-khung-long-tot-bung-140.html,Chú khủng long tốt bụng,https://animehay.pro/upload/poster/140.jpg,,93 phút
141,https://animehay.pro/thong-tin-phim/kill-la-kill-141.html,Kill La Kill,https://animehay.pro/upload/poster/141.jpg,24,24
142,https://animehay.pro/thong-tin-phim/akagami-no-shirayukihime-142.html,Akagami no Shirayukihime,https://animehay.pro/upload/poster/142.jpg,12,12
143,https://animehay.pro/thong-tin-phim/khach-san-huyen-bi-2-143.html,Khách sạn huyền bí 2,https://animehay.pro/upload/poster/143.jpg,,89 phút
144,https://animehay.pro/thong-tin-phim/ajin-demi-human-144.html,Ajin: Demi-Human,https://animehay.pro/upload/poster/144.jpg,13,13
145,https://animehay.pro/thong-tin-phim/luck-amp-logic-145.html,Luck & Logic,https://animehay.pro/upload/poster/145.jpg,12,12
146,https://animehay.pro/thong-tin-phim/to-love-ru-trouble-uncen-146.html,To Love-ru Trouble Uncen,https://animehay.pro/upload/poster/146.jpg,26,26
147,https://animehay.pro/thong-tin-phim/kanon-2006-147.html,Kanon 2006,https://animehay.pro/upload/poster/147.jpg,24,24
148,https://animehay.pro/thong-tin-phim/shimoneta-to-iu-gainen-ga-sonzai-shinai-taikutsu-na-sekai-148.html,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,https://animehay.pro/upload/poster/148.jpg,12,12
149,https://animehay.pro/thong-tin-phim/ushinawareta-mirai-wo-motomete-149.html,Ushinawareta Mirai wo Motomete,https://animehay.pro/upload/poster/149.jpg,12,12
150,https://animehay.pro/thong-tin-phim/yuru-yuri-150.html,Yuru Yuri,https://animehay.pro/upload/poster/150.jpg,12,12
151,https://animehay.pro/thong-tin-phim/yuru-yuri-ss2-151.html,Yuru Yuri ♪♪ [SS2],https://animehay.pro/upload/poster/151.jpg,12,12
152,https://animehay.pro/thong-tin-phim/yuru-yuri-san-hai-ss3-152.html,Yuru Yuri San☆Hai! [SS3],https://animehay.pro/upload/poster/152.jpg,12,12
153,https://animehay.pro/thong-tin-phim/akatsuki-no-yona-153.html,Akatsuki no Yona,https://animehay.pro/upload/poster/153.jpg,24,24
154,https://animehay.pro/thong-tin-phim/yumekui-merry-154.html,Yumekui Merry,https://animehay.pro/upload/poster/154.jpg,13,13
155,https://animehay.pro/thong-tin-phim/sayonara-zetsubou-sensei-155.html,Sayonara Zetsubou Sensei,https://animehay.pro/upload/poster/155.jpg,12,12
156,https://animehay.pro/thong-tin-phim/nagi-no-asukara-156.html,Nagi No Asukara,https://animehay.pro/upload/poster/156.jpg,26,26
157,https://animehay.pro/thong-tin-phim/isekai-no-seikishi-monogatari-157.html,Isekai No Seikishi Monogatari,https://animehay.pro/upload/poster/157.jpg,13,13
158,https://animehay.pro/thong-tin-phim/aoharu-x-kikanjuu-158.html,Aoharu x Kikanjuu,https://animehay.pro/upload/poster/158.jpg,12,12
159,https://animehay.pro/thong-tin-phim/hentai-ouji-to-warawanai-neko-159.html,Hentai Ouji to Warawanai Neko,https://animehay.pro/upload/poster/159.jpg,12,12
160,https://animehay.pro/thong-tin-phim/selector-infected-wixoss-160.html,Selector Infected Wixoss,https://animehay.pro/upload/poster/160.jpg,12,12
161,https://animehay.pro/thong-tin-phim/strike-witches-161.html,Strike Witches,https://animehay.pro/upload/poster/161.jpg,12,12
162,https://animehay.pro/thong-tin-phim/tari-tari-162.html,Tari Tari,https://animehay.pro/upload/poster/162.jpg,13,Sp
163,https://animehay.pro/thong-tin-phim/zankyou-no-terror-163.html,Zankyou no Terror,https://animehay.pro/upload/poster/163.jpg,11,11
164,https://animehay.pro/thong-tin-phim/oda-nobuna-no-yabou-164.html,Oda Nobuna No Yabou,https://animehay.pro/upload/poster/164.jpg,12,12
165,https://animehay.pro/thong-tin-phim/durarara-ss2-165.html,Durarara!! SS2,https://animehay.pro/upload/poster/165.jpg,12,12
166,https://animehay.pro/thong-tin-phim/durarara-ss3-166.html,Durarara!! SS3,https://animehay.pro/upload/poster/166.jpg,12,OVA2
167,https://animehay.pro/thong-tin-phim/free-ss2-167.html,Free! SS2,https://animehay.pro/upload/poster/167.jpg,13,13
168,https://animehay.pro/thong-tin-phim/air-tv-168.html,Air (TV),https://animehay.pro/upload/poster/168.jpg,12,OVA 2
169,https://animehay.pro/thong-tin-phim/amagi-brilliant-park-169.html,Amagi Brilliant Park,https://animehay.pro/upload/poster/169.jpg,13,OVA
170,https://animehay.pro/thong-tin-phim/amagi-brilliant-park-special-170.html,Amagi Brilliant Park Special,https://animehay.pro/upload/poster/170.jpg,7,7
171,https://animehay.pro/thong-tin-phim/daitoshokan-no-hitsujikai-171.html,Daitoshokan no Hitsujikai,https://animehay.pro/upload/poster/171.jpg,12,12
172,https://animehay.pro/thong-tin-phim/mikakunin-de-shinkoukei-172.html,Mikakunin De Shinkoukei,https://animehay.pro/upload/poster/172.jpg,12,12
173,https://animehay.pro/thong-tin-phim/mikakunin-de-shinkoukei-ova-173.html,Mikakunin de Shinkoukei OVA,https://animehay.pro/upload/poster/173.jpg,2,2
174,https://animehay.pro/thong-tin-phim/grisaia-no-rakuen-174.html,Grisaia no Rakuen,https://animehay.pro/upload/poster/174.jpg,10,10
175,https://animehay.pro/thong-tin-phim/zero-no-tsukaima-175.html,Zero no Tsukaima,https://animehay.pro/upload/poster/175.jpg,13,13
176,https://animehay.pro/thong-tin-phim/zero-no-tsukaima-ss2-176.html,Zero no Tsukaima SS2,https://animehay.pro/upload/poster/176.jpg,12,12
177,https://animehay.pro/thong-tin-phim/attack-on-titan-shingeki-no-kyojin-177.html,Attack On Titan - Shingeki No Kyojin,https://animehay.pro/upload/poster/177.jpg,25,25
178,https://animehay.pro/thong-tin-phim/ga-rei-zero-178.html,Ga-Rei Zero,https://animehay.pro/upload/poster/178.jpg,12,12
179,https://animehay.pro/thong-tin-phim/zero-no-tsukaima-ss3-179.html,Zero No Tsukaima SS3,https://animehay.pro/upload/poster/179.jpg,12,OVA
180,https://animehay.pro/thong-tin-phim/motto-to-love-ru-trouble-ss2-180.html,Motto To Love-Ru Trouble SS2,https://animehay.pro/upload/poster/180.jpg,12,12
181,https://animehay.pro/thong-tin-phim/hamatora-ss2-181.html,Hamatora SS2,https://animehay.pro/upload/poster/181.jpg,12,12
182,https://animehay.pro/thong-tin-phim/shinryaku-ika-musume-ss1-182.html,Shinryaku! Ika Musume SS1,https://animehay.pro/upload/poster/182.jpg,12,12
183,https://animehay.pro/thong-tin-phim/shinryaku-ika-musume-ss2-183.html,Shinryaku! Ika Musume SS2,https://animehay.pro/upload/poster/183.jpg,12,12
184,https://animehay.pro/thong-tin-phim/shinryaku-ika-musume-ova-184.html,Shinryaku! Ika Musume OVA,https://animehay.pro/upload/poster/184.jpg,3,OVA
185,https://animehay.pro/thong-tin-phim/tamayura-hitotose-185.html,Tamayura: Hitotose,https://animehay.pro/upload/poster/185.jpg,12,12
186,https://animehay.pro/thong-tin-phim/hai-to-gensou-no-grimgar-186.html,Hai to Gensou no Grimgar,https://animehay.pro/upload/poster/186.jpg,12,12
